Time,Temp,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
2:44:29,29.9,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.143172274737497,0.155776836743293,0.128013280645227,0.132755507185573,0.107171449732829,0.157470579431638,0.181578561989796,0.167692436703038,0.206273818670913,0.164122466344036,0.05,0.05,0.129195799914156,0.162517117535453,0.180571946647423,0.160172318083578,0.152688780956617,0.157154885451096,0.143185380677806,0.158112609120623,0.136208109011676,0.160331911337534,0.05,0.05,0.219296904064755,0.171855518282996,0.117057491961943,0.160271961533896,0.152205625966582,0.096999954362418,0.148733219428523,0.182386484267883,0.167366430416369,0.116504741357841,0.05,0.05,0.161113529387259,0.139726055000192,0.137708759943735,0.183877069528816,0.182183978746314,0.150437945689507,0.142633379820486,0.186058348898186,0.14214631820219,0.12664745708696,0.05,0.05,0.107640542956313,0.145847973421411,0.161498324992957,0.131709987031042,0.116927866480596,0.147236280360112,0.170108971275392,0.188326411582046,0.137307486091986,0.152217693142802,0.05,0.05,0.22225979358377,0.152844598047385,0.147506080474887,0.132982348715649,0.142361366029882,0.174644987329584,0.147544769667618,0.142800172459392,0.157449108637075,0.144723060502994,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
2:59:29,30,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.156570776335435,0.172983833324828,0.139479085050369,0.144331589396838,0.115137020835622,0.174869550640773,0.202600979915863,0.186890214519487,0.233130298032567,0.18336242567502,0.05,0.05,0.141404235463587,0.179364112122498,0.199179588174127,0.176360889802053,0.167674444217514,0.174514835474659,0.158370760859991,0.174303288265514,0.148230891026112,0.177888501928998,0.05,0.05,0.249042917879899,0.190394807496458,0.127447110132763,0.178000611086476,0.168076497849065,0.103060050995534,0.164379248841469,0.203661920902538,0.186062954074364,0.125805377402835,0.05,0.05,0.178371580425698,0.152807060484763,0.150863915698976,0.205548485394629,0.202337424527822,0.16487862216924,0.156946414012684,0.208052680187213,0.15720365003842,0.138701141909387,0.05,0.05,0.115740087246864,0.160183464554619,0.178203381778961,0.144140724463195,0.126365830187266,0.162897347287078,0.189277591675929,0.208400402633394,0.149664867673709,0.167686161017547,0.05,0.05,0.252741448881843,0.16870484217278,0.162531676806568,0.145584000495077,0.156508525250001,0.193846321522618,0.161803429160492,0.157058706673058,0.173128298122117,0.158260538651517,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
3:14:29,30,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.171095891458074,0.191842330839135,0.151855983420259,0.15681927461173,0.123647576900212,0.193959040946228,0.225635106931356,0.207927031503403,0.262857390641182,0.204478943985504,0.05,0.05,0.154656022810074,0.197665093319565,0.219351393572031,0.193953947264768,0.183943324610848,0.193540600344721,0.174990688771081,0.19188814025247,0.161183322818301,0.197092556337345,0.05,0.05,0.281843070638484,0.210615597886385,0.138683854961713,0.197389286026985,0.185371156898871,0.109473630766972,0.1814343668744,0.2269346127707,0.206531904446628,0.135781508243343,0.05,0.05,0.197217106419555,0.166991265563089,0.165144691095917,0.229336839790442,0.224377037495563,0.180535991635323,0.172518256386534,0.232216488729304,0.173661449951445,0.151778605151305,0.05,0.05,0.124402045960665,0.175739941593903,0.196367806304817,0.157638504639659,0.136497146197347,0.180035833353461,0.210270078145971,0.230226214120817,0.163002283131265,0.184509652982131,0.05,0.05,0.286596105279871,0.186016811305485,0.178903102481651,0.15925676014747,0.171879817197097,0.214860768878889,0.177284783816238,0.172563543391854,0.190192424114163,0.172924035915319,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
3:29:29,30,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.186817980291717,0.212454724071748,0.165195208353203,0.170272906606361,0.132733251897211,0.214850920759014,0.250774872591027,0.230895998418083,0.29559763737818,0.227565313240864,0.05,0.05,0.169018967402588,0.217484377063933,0.241145685108487,0.213025799328834,0.201567824051602,0.214335314917194,0.193142463962687,0.210932610030999,0.17511366667061,0.218037475490498,0.05,0.05,0.317748246912849,0.232600898803238,0.150823128963026,0.218525931703733,0.204168359274518,0.116258107479894,0.199974900953163,0.252278749442439,0.228869675109651,0.146471264976799,0.05,0.05,0.217739278562348,0.182348433463191,0.180621779941627,0.25534491393288,0.248402400586241,0.197479414117159,0.189423304608379,0.25866087864254,0.191607898093599,0.165942785241798,0.05,0.05,0.133658227940858,0.192583814305095,0.216062863702042,0.172274361659034,0.147361455522958,0.198750099076509,0.233183225780994,0.253873562913592,0.177373239182807,0.20276207673208,0.05,0.05,0.323974753656149,0.20487224603094,0.196702495350956,0.174067809246467,0.188544398217049,0.237792925861239,0.194063034330006,0.189387514830936,0.208727908668643,0.188780415325701,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
3:44:29,30,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.203807176512684,0.23491729279648,0.179547040742015,0.184746984577826,0.142424765621196,0.237652796845818,0.278095837348577,0.255875948362933,0.33145826448548,0.25269848421747,0.05,0.05,0.184561186311081,0.238876423312189,0.264607869000918,0.233645028063268,0.220617016032857,0.23699590293678,0.212921789352381,0.231494002268647,0.190068481391947,0.240808511640312,0.05,0.05,0.356740098532845,0.256422806078133,0.163921489557407,0.241488204013881,0.224540955986691,0.12343134576263,0.220070630971156,0.27974498352019,0.253161878036199,0.157913160491751,0.05,0.05,0.240020049177267,0.198948322014575,0.197365360488455,0.283656049164592,0.274501312441971,0.215775782888303,0.207733006052965,0.287478387159568,0.211127741859532,0.18125586498638,0.05,0.05,0.143541132745717,0.210777666503649,0.237351635781472,0.188120117159259,0.158998815036651,0.219136240838721,0.258101665881522,0.279397219844411,0.192829761620791,0.222512217822382,0.05,0.05,0.364975047354951,0.225360069440338,0.216009114431405,0.190083963866443,0.206567971382936,0.262738725878807,0.21221089827414,0.207600441650979,0.22881934071834,0.205895441443458,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
3:59:29,30,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.222132376265223,0.259316991011792,0.194959992613597,0.200295541435632,0.152753256547423,0.262464974281626,0.307649794015885,0.282926792574337,0.370500330693938,0.279933921549571,0.05,0.05,0.201350219423516,0.261883036998927,0.289767351968796,0.255872241083777,0.241154927856917,0.261609833017424,0.234420722647724,0.253618964545392,0.206091737560356,0.265479411308579,0.05,0.05,0.398718869039519,0.282138972007971,0.178036185180654,0.266339807406222,0.246553424761301,0.131011617538509,0.241782223310223,0.309354772809053,0.279479357783833,0.170145771449908,0.05,0.05,0.264131147216913,0.216859722687505,0.215443982803231,0.314328203952403,0.30274561813325,0.235488061531844,0.227514113396865,0.31873693562454,0.232300048755519,0.197778231488878,0.05,0.05,0.154083781124077,0.230378543512207,0.260286348018006,0.20524754431579,0.171449362126117,0.241285876214087,0.28509358461048,0.306833229335158,0.209421450913418,0.243821582765046,0.05,0.05,0.409626354266065,0.247564270946151,0.236897436471389,0.207370656915815,0.226011064411257,0.289781739524403,0.231798237513716,0.227267416849775,0.250547770701588,0.224332655372832,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
4:14:29,30,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.241860059965929,0.285727847927662,0.211479878284461,0.216971419200395,0.163750083825693,0.289376981561029,0.339459212868987,0.312084631322759,0.412727787154371,0.309300245541779,0.05,0.05,0.219451980035041,0.286530444999771,0.316634428530137,0.27975761297695,0.263238619600276,0.288251483922566,0.257725290086883,0.277340817481152,0.223223830746165,0.292108738660604,0.05,0.05,0.443494103253101,0.309788859261777,0.193224593690152,0.293126563234698,0.270259156564549,0.13901754961435,0.265158429986363,0.341094869479799,0.307873893090387,0.183207366930707,0.05,0.05,0.29013078023085,0.236149335562858,0.234923275926833,0.347387810178351,0.333186736819707,0.25667363633274,0.248826716964402,0.352473496348221,0.255195652399181,0.215567275500283,0.05,0.05,0.165319512580353,0.25143605585744,0.284905514333598,0.223727369719077,0.184752922249517,0.265283583013528,0.314206144181457,0.336195074452171,0.227194418562089,0.266742024132243,0.05,0.05,0.457875408607732,0.271561487522798,0.259434995143539,0.225990753930831,0.246927107723717,0.31898910715585,0.252890485571753,0.248446874332535,0.273988751744524,0.244152085884143,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
4:29:29,30,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.263052945783507,0.314207055888283,0.229148777661499,0.23482543889953,0.175446596271683,0.318463707857473,0.37351182681601,0.343356839306763,0.45807726984936,0.34079393330972,0.05,0.05,0.238929540383433,0.312826360475651,0.345197286122401,0.30533827040527,0.286916085829836,0.316978195616172,0.282912775340422,0.3026768184337,0.241500501312461,0.320735981895261,0.05,0.05,0.490779823365015,0.339389916188617,0.20954355604723,0.321872347023097,0.295697558809076,0.147468061629168,0.290233125142359,0.374912347529604,0.338373734954956,0.197135481325271,0.05,0.05,0.318060126539347,0.256880477703013,0.255864475769759,0.382823759601787,0.365851045253848,0.279382500735331,0.271722077917602,0.388687792309133,0.27987432556031,0.234676033144179,0.05,0.05,0.177281747556888,0.273990330753228,0.311230988693364,0.243628105833573,0.198948556745315,0.291204012345654,0.345460781505702,0.367469975629175,0.246190111553596,0.291313196471613,0.05,0.05,0.509573993573593,0.297418306893445,0.283679986979296,0.246003202285907,0.269360341334443,0.350407213579082,0.275546883439637,0.271188466556008,0.299210139578621,0.265408801593455,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
4:44:29,30,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.285768480398876,0.344790862534547,0.248003900769515,0.253905465472558,0.187873866548715,0.349781240315278,0.409755722649711,0.376717407755982,0.506409611961727,0.37437442324344,0.05,0.05,0.259841753398864,0.340757174766692,0.375419302677463,0.332635598472938,0.312224021842165,0.347826125128388,0.310048718231378,0.329625471390814,0.260951675197033,0.351377588301189,0.05,0.05,0.54019557551232,0.370933852817453,0.227048600088947,0.352575080500844,0.322891064850244,0.156382293619373,0.317022280495813,0.410710614750035,0.370979183475191,0.21196643013654,0.05,0.05,0.347939737611719,0.27911162865804,0.278322782860426,0.420581932815817,0.400735329815808,0.303655300906098,0.296240303255456,0.427336433887326,0.30638173960202,0.255151680739981,0.05,0.05,0.190003712084161,0.298069858931705,0.339265041198692,0.265014711701992,0.214074049413158,0.3191087203681,0.378848616887588,0.40061554883998,0.266444038649517,0.317559914208499,0.05,0.05,0.56447027108735,0.325188339314429,0.309678687208654,0.267461520971116,0.293343595718138,0.384057262657113,0.299818543506309,0.295530792055837,0.326269678658761,0.288151317309425,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
4:59:29,30,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.310057181036416,0.377490429891098,0.26807636877739,0.274255372138242,0.201062389198739,0.383362533483637,0.448095355452839,0.412102878487728,0.557504149810924,0.409960022719453,0.05,0.05,0.282241719250762,0.37028544185751,0.407236830783733,0.361652569714131,0.339185513668812,0.380806072093795,0.339183684178275,0.358164019806552,0.281600246633844,0.384023117068082,0.05,0.05,0.591274286965789,0.404383234744323,0.245793051784376,0.385203008603251,0.351842168056418,0.165779522489043,0.34552101114,0.448346874462405,0.40565845616238,0.227734768728738,0.05,0.05,0.379766007801852,0.302894824705927,0.30234556908574,0.460560743645786,0.437802570007292,0.329521285406273,0.32240792260775,0.468327966714205,0.334746298502548,0.277033902834744,0.05,0.05,0.203518123215769,0.323689301677621,0.368987603556552,0.287947086103937,0.23016533189422,0.349042792199549,0.414326258082229,0.435557075793695,0.287984419628559,0.345489506257451,0.05,0.05,0.622205365142569,0.354909130173021,0.337462740405676,0.290412146959933,0.318896009929706,0.419930958665197,0.325746374495361,0.321499032087986,0.355212420001611,0.312419877375223,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
